"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7649","get playstation items name","","Thu Oct 10 08:17:04 CEST 2024","passed","Thu Oct 10 08:17:12 CEST 2024","","gaming state","",""
